,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,hour,day_of_month,day_of_week,month,year,date,day_of_year
2929,2011-07-10 23:00:00,3,0,0,1,29.52,34.09,66,16.9979,72,23,10,6,7,2011,2011-07-10,191
2930,2011-07-11 00:00:00,3,0,1,1,28.7,32.575,65,12.998,35,0,11,0,7,2011,2011-07-11,192
2931,2011-07-11 01:00:00,3,0,1,1,28.7,32.575,61,19.0012,10,1,11,0,7,2011,2011-07-11,192
2932,2011-07-11 02:00:00,3,0,1,1,28.7,32.575,61,15.0013,12,2,11,0,7,2011,2011-07-11,192
2933,2011-07-11 03:00:00,3,0,1,1,27.88,31.82,65,11.0014,10,3,11,0,7,2011,2011-07-11,192
2934,2011-07-11 04:00:00,3,0,1,1,27.06,31.06,74,15.0013,4,4,11,0,7,2011,2011-07-11,192
2935,2011-07-11 05:00:00,3,0,1,1,27.06,31.06,74,8.9981,26,5,11,0,7,2011,2011-07-11,192
2936,2011-07-11 06:00:00,3,0,1,1,27.88,31.82,74,12.998,121,6,11,0,7,2011,2011-07-11,192
2937,2011-07-11 07:00:00,3,0,1,1,28.7,33.335,74,16.9979,317,7,11,0,7,2011,2011-07-11,192
2938,2011-07-11 08:00:00,3,0,1,1,30.34,34.85,66,19.0012,420,8,11,0,7,2011,2011-07-11,192
2939,2011-07-11 09:00:00,3,0,1,1,31.98,37.12,59,19.9995,208,9,11,0,7,2011,2011-07-11,192
2940,2011-07-11 10:00:00,3,0,1,1,32.8,37.88,55,23.9994,117,10,11,0,7,2011,2011-07-11,192
2941,2011-07-11 11:00:00,3,0,1,1,33.62,39.395,56,19.9995,128,11,11,0,7,2011,2011-07-11,192
2942,2011-07-11 12:00:00,3,0,1,1,34.44,40.15,53,19.0012,148,12,11,0,7,2011,2011-07-11,192
2943,2011-07-11 13:00:00,3,0,1,1,35.26,40.91,50,16.9979,141,13,11,0,7,2011,2011-07-11,192
2944,2011-07-11 14:00:00,3,0,1,1,35.26,41.665,53,19.0012,134,14,11,0,7,2011,2011-07-11,192
2945,2011-07-11 15:00:00,3,0,1,1,35.26,42.425,56,27.9993,146,15,11,0,7,2011,2011-07-11,192
2946,2011-07-11 16:00:00,3,0,1,1,35.26,42.425,56,26.0027,239,16,11,0,7,2011,2011-07-11,192
2947,2011-07-11 17:00:00,3,0,1,1,35.26,42.425,56,27.9993,514,17,11,0,7,2011,2011-07-11,192
2948,2011-07-11 18:00:00,3,0,1,1,35.26,41.665,53,26.0027,472,18,11,0,7,2011,2011-07-11,192
2949,2011-07-11 19:00:00,3,0,1,1,34.44,41.665,59,22.0028,373,19,11,0,7,2011,2011-07-11,192
2950,2011-07-11 20:00:00,3,0,1,1,29.52,34.85,74,27.9993,236,20,11,0,7,2011,2011-07-11,192
2951,2011-07-11 21:00:00,3,0,1,1,28.7,33.335,79,27.9993,130,21,11,0,7,2011,2011-07-11,192
2952,2011-07-11 22:00:00,3,0,1,1,29.52,34.85,74,8.9981,90,22,11,0,7,2011,2011-07-11,192
2953,2011-07-11 23:00:00,3,0,1,1,28.7,33.335,79,8.9981,55,23,11,0,7,2011,2011-07-11,192
2954,2011-07-12 00:00:00,3,0,1,1,28.7,33.335,79,8.9981,22,0,12,1,7,2011,2011-07-12,193
2955,2011-07-12 01:00:00,3,0,1,1,28.7,33.335,79,6.0032,14,1,12,1,7,2011,2011-07-12,193
2956,2011-07-12 02:00:00,3,0,1,1,28.7,33.335,79,7.0015,9,2,12,1,7,2011,2011-07-12,193
2957,2011-07-12 03:00:00,3,0,1,2,28.7,33.335,79,0.0,8,3,12,1,7,2011,2011-07-12,193
2958,2011-07-12 04:00:00,3,0,1,1,28.7,33.335,79,11.0014,6,4,12,1,7,2011,2011-07-12,193
2959,2011-07-12 05:00:00,3,0,1,1,28.7,33.335,79,6.0032,25,5,12,1,7,2011,2011-07-12,193
2960,2011-07-12 06:00:00,3,0,1,1,30.34,34.09,58,15.0013,115,6,12,1,7,2011,2011-07-12,193
2961,2011-07-12 07:00:00,3,0,1,1,31.16,34.85,55,12.998,330,7,12,1,7,2011,2011-07-12,193
2962,2011-07-12 08:00:00,3,0,1,1,31.16,35.605,58,15.0013,417,8,12,1,7,2011,2011-07-12,193
2963,2011-07-12 09:00:00,3,0,1,1,31.98,36.365,55,32.9975,176,9,12,1,7,2011,2011-07-12,193
2964,2011-07-12 10:00:00,3,0,1,1,33.62,38.635,52,11.0014,123,10,12,1,7,2011,2011-07-12,193
2965,2011-07-12 11:00:00,3,0,1,1,33.62,38.635,52,11.0014,125,11,12,1,7,2011,2011-07-12,193
2966,2011-07-12 12:00:00,3,0,1,1,35.26,39.395,44,19.9995,163,12,12,1,7,2011,2011-07-12,193
2967,2011-07-12 13:00:00,3,0,1,1,35.26,40.15,47,15.0013,136,13,12,1,7,2011,2011-07-12,193
2968,2011-07-12 14:00:00,3,0,1,1,36.9,42.425,42,19.9995,124,14,12,1,7,2011,2011-07-12,193
2969,2011-07-12 15:00:00,3,0,1,1,36.9,42.425,42,23.9994,148,15,12,1,7,2011,2011-07-12,193
2970,2011-07-12 16:00:00,3,0,1,1,35.26,39.395,44,19.0012,202,16,12,1,7,2011,2011-07-12,193
2971,2011-07-12 17:00:00,3,0,1,1,36.08,40.91,44,19.0012,428,17,12,1,7,2011,2011-07-12,193
2972,2011-07-12 18:00:00,3,0,1,1,35.26,40.15,47,19.9995,511,18,12,1,7,2011,2011-07-12,193
2973,2011-07-12 19:00:00,3,0,1,1,34.44,37.88,44,19.0012,337,19,12,1,7,2011,2011-07-12,193
2974,2011-07-12 20:00:00,3,0,1,1,33.62,37.12,43,12.998,308,20,12,1,7,2011,2011-07-12,193
2975,2011-07-12 21:00:00,3,0,1,1,33.62,37.12,43,7.0015,258,21,12,1,7,2011,2011-07-12,193
2976,2011-07-12 22:00:00,3,0,1,1,32.8,36.365,46,8.9981,194,22,12,1,7,2011,2011-07-12,193
2977,2011-07-12 23:00:00,3,0,1,1,31.98,35.605,52,0.0,79,23,12,1,7,2011,2011-07-12,193
2978,2011-07-13 00:00:00,3,0,1,1,31.16,35.605,62,0.0,46,0,13,2,7,2011,2011-07-13,194
2979,2011-07-13 01:00:00,3,0,1,1,31.16,34.85,55,0.0,12,1,13,2,7,2011,2011-07-13,194
2980,2011-07-13 02:00:00,3,0,1,1,31.16,34.85,55,0.0,5,2,13,2,7,2011,2011-07-13,194
2981,2011-07-13 03:00:00,3,0,1,1,30.34,34.09,58,12.998,4,3,13,2,7,2011,2011-07-13,194
2982,2011-07-13 04:00:00,3,0,1,1,30.34,34.09,58,16.9979,5,4,13,2,7,2011,2011-07-13,194
2983,2011-07-13 05:00:00,3,0,1,1,30.34,34.09,58,12.998,26,5,13,2,7,2011,2011-07-13,194
2984,2011-07-13 06:00:00,3,0,1,1,30.34,34.09,58,11.0014,121,6,13,2,7,2011,2011-07-13,194
2985,2011-07-13 07:00:00,3,0,1,1,31.16,34.85,55,16.9979,313,7,13,2,7,2011,2011-07-13,194
2986,2011-07-13 08:00:00,3,0,1,1,32.8,37.12,49,16.9979,449,8,13,2,7,2011,2011-07-13,194
2987,2011-07-13 09:00:00,3,0,1,1,33.62,37.12,41,12.998,186,9,13,2,7,2011,2011-07-13,194
2988,2011-07-13 10:00:00,3,0,1,1,33.62,37.88,46,12.998,113,10,13,2,7,2011,2011-07-13,194
2989,2011-07-13 11:00:00,3,0,1,1,34.44,37.12,39,11.0014,165,11,13,2,7,2011,2011-07-13,194
2990,2011-07-13 12:00:00,3,0,1,1,34.44,37.88,41,19.0012,174,12,13,2,7,2011,2011-07-13,194
2991,2011-07-13 13:00:00,3,0,1,3,33.62,37.88,46,8.9981,158,13,13,2,7,2011,2011-07-13,194
2992,2011-07-13 14:00:00,3,0,1,3,33.62,37.88,46,8.9981,116,14,13,2,7,2011,2011-07-13,194
2993,2011-07-13 15:00:00,3,0,1,3,26.24,28.03,94,8.9981,46,15,13,2,7,2011,2011-07-13,194
2994,2011-07-13 16:00:00,3,0,1,2,27.06,29.545,89,0.0,141,16,13,2,7,2011,2011-07-13,194
2995,2011-07-13 17:00:00,3,0,1,1,28.7,33.335,79,0.0,488,17,13,2,7,2011,2011-07-13,194
2996,2011-07-13 18:00:00,3,0,1,1,29.52,34.85,79,8.9981,463,18,13,2,7,2011,2011-07-13,194
2997,2011-07-13 19:00:00,3,0,1,1,28.7,33.335,79,7.0015,419,19,13,2,7,2011,2011-07-13,194
2998,2011-07-13 20:00:00,3,0,1,1,28.7,33.335,84,11.0014,342,20,13,2,7,2011,2011-07-13,194
2999,2011-07-13 21:00:00,3,0,1,1,28.7,33.335,79,7.0015,250,21,13,2,7,2011,2011-07-13,194
3000,2011-07-13 22:00:00,3,0,1,1,27.88,31.82,83,12.998,184,22,13,2,7,2011,2011-07-13,194
3001,2011-07-13 23:00:00,3,0,1,1,27.06,30.305,83,16.9979,116,23,13,2,7,2011,2011-07-13,194
3002,2011-07-14 00:00:00,3,0,1,1,27.06,31.06,69,19.9995,46,0,14,3,7,2011,2011-07-14,195
3003,2011-07-14 01:00:00,3,0,1,1,27.06,31.06,61,16.9979,25,1,14,3,7,2011,2011-07-14,195
3004,2011-07-14 02:00:00,3,0,1,1,26.24,31.06,57,19.9995,10,2,14,3,7,2011,2011-07-14,195
3005,2011-07-14 03:00:00,3,0,1,1,25.42,31.06,57,19.9995,6,3,14,3,7,2011,2011-07-14,195
3006,2011-07-14 04:00:00,3,0,1,1,25.42,31.06,53,16.9979,6,4,14,3,7,2011,2011-07-14,195
3007,2011-07-14 05:00:00,3,0,1,1,24.6,31.06,56,15.0013,28,5,14,3,7,2011,2011-07-14,195
3008,2011-07-14 06:00:00,3,0,1,1,24.6,30.305,60,15.0013,130,6,14,3,7,2011,2011-07-14,195
3009,2011-07-14 07:00:00,3,0,1,1,25.42,31.06,53,16.9979,334,7,14,3,7,2011,2011-07-14,195
3010,2011-07-14 08:00:00,3,0,1,1,26.24,31.06,50,23.9994,486,8,14,3,7,2011,2011-07-14,195
3011,2011-07-14 09:00:00,3,0,1,1,27.88,31.82,47,19.0012,224,9,14,3,7,2011,2011-07-14,195
3012,2011-07-14 10:00:00,3,0,1,1,28.7,31.82,42,16.9979,127,10,14,3,7,2011,2011-07-14,195
3013,2011-07-14 11:00:00,3,0,1,1,29.52,32.575,37,15.0013,148,11,14,3,7,2011,2011-07-14,195
3014,2011-07-14 12:00:00,3,0,1,1,30.34,32.575,35,16.9979,223,12,14,3,7,2011,2011-07-14,195
3015,2011-07-14 13:00:00,3,0,1,1,31.16,33.335,33,22.0028,177,13,14,3,7,2011,2011-07-14,195
3016,2011-07-14 14:00:00,3,0,1,1,30.34,32.575,35,19.0012,178,14,14,3,7,2011,2011-07-14,195
3017,2011-07-14 15:00:00,3,0,1,1,31.16,33.335,33,19.9995,180,15,14,3,7,2011,2011-07-14,195
3018,2011-07-14 16:00:00,3,0,1,1,31.16,33.335,33,8.9981,274,16,14,3,7,2011,2011-07-14,195
3019,2011-07-14 17:00:00,3,0,1,1,30.34,32.575,37,8.9981,595,17,14,3,7,2011,2011-07-14,195
3020,2011-07-14 18:00:00,3,0,1,1,29.52,32.575,42,12.998,578,18,14,3,7,2011,2011-07-14,195
3021,2011-07-14 19:00:00,3,0,1,1,29.52,32.575,39,15.0013,400,19,14,3,7,2011,2011-07-14,195
3022,2011-07-14 20:00:00,3,0,1,1,28.7,31.82,42,15.0013,348,20,14,3,7,2011,2011-07-14,195
3023,2011-07-14 21:00:00,3,0,1,1,27.06,31.06,50,8.9981,261,21,14,3,7,2011,2011-07-14,195
3024,2011-07-14 22:00:00,3,0,1,1,26.24,31.06,57,6.0032,176,22,14,3,7,2011,2011-07-14,195
3025,2011-07-14 23:00:00,3,0,1,1,26.24,30.305,65,16.9979,124,23,14,3,7,2011,2011-07-14,195
3026,2011-07-15 00:00:00,3,0,1,1,25.42,29.545,73,15.0013,80,0,15,4,7,2011,2011-07-15,196
3027,2011-07-15 01:00:00,3,0,1,1,25.42,29.545,73,12.998,20,1,15,4,7,2011,2011-07-15,196
3028,2011-07-15 02:00:00,3,0,1,1,24.6,28.79,78,11.0014,38,2,15,4,7,2011,2011-07-15,196
3029,2011-07-15 03:00:00,3,0,1,1,24.6,29.545,73,12.998,7,3,15,4,7,2011,2011-07-15,196
3030,2011-07-15 04:00:00,3,0,1,1,24.6,29.545,73,11.0014,10,4,15,4,7,2011,2011-07-15,196
3031,2011-07-15 05:00:00,3,0,1,1,24.6,29.545,73,8.9981,23,5,15,4,7,2011,2011-07-15,196
3032,2011-07-15 06:00:00,3,0,1,2,24.6,29.545,73,7.0015,120,6,15,4,7,2011,2011-07-15,196
3033,2011-07-15 07:00:00,3,0,1,1,26.24,30.305,65,7.0015,274,7,15,4,7,2011,2011-07-15,196
3034,2011-07-15 08:00:00,3,0,1,1,26.24,30.305,65,16.9979,564,8,15,4,7,2011,2011-07-15,196
3035,2011-07-15 09:00:00,3,0,1,1,27.88,31.82,54,12.998,207,9,15,4,7,2011,2011-07-15,196
3036,2011-07-15 10:00:00,3,0,1,2,27.06,31.06,61,11.0014,166,10,15,4,7,2011,2011-07-15,196
3037,2011-07-15 11:00:00,3,0,1,1,28.7,32.575,54,8.9981,210,11,15,4,7,2011,2011-07-15,196
3038,2011-07-15 12:00:00,3,0,1,1,28.7,32.575,48,12.998,238,12,15,4,7,2011,2011-07-15,196
3039,2011-07-15 13:00:00,3,0,1,1,28.7,32.575,54,12.998,247,13,15,4,7,2011,2011-07-15,196
3040,2011-07-15 14:00:00,3,0,1,1,28.7,32.575,51,12.998,265,14,15,4,7,2011,2011-07-15,196
3041,2011-07-15 15:00:00,3,0,1,1,29.52,32.575,45,11.0014,237,15,15,4,7,2011,2011-07-15,196
3042,2011-07-15 16:00:00,3,0,1,1,29.52,33.335,51,12.998,361,16,15,4,7,2011,2011-07-15,196
3043,2011-07-15 17:00:00,3,0,1,1,30.34,33.335,42,16.9979,587,17,15,4,7,2011,2011-07-15,196
3044,2011-07-15 18:00:00,3,0,1,1,29.52,32.575,45,15.0013,496,18,15,4,7,2011,2011-07-15,196
3045,2011-07-15 19:00:00,3,0,1,1,28.7,31.82,45,15.0013,394,19,15,4,7,2011,2011-07-15,196
3046,2011-07-15 20:00:00,3,0,1,1,28.7,32.575,51,15.0013,343,20,15,4,7,2011,2011-07-15,196
3047,2011-07-15 21:00:00,3,0,1,1,27.06,31.06,54,7.0015,261,21,15,4,7,2011,2011-07-15,196
3048,2011-07-15 22:00:00,3,0,1,1,27.06,31.06,57,15.0013,223,22,15,4,7,2011,2011-07-15,196
3049,2011-07-15 23:00:00,3,0,1,1,26.24,31.06,61,11.0014,167,23,15,4,7,2011,2011-07-15,196
3050,2011-07-16 00:00:00,3,0,0,1,25.42,30.305,65,12.998,110,0,16,5,7,2011,2011-07-16,197
3051,2011-07-16 01:00:00,3,0,0,1,24.6,29.545,69,7.0015,75,1,16,5,7,2011,2011-07-16,197
3052,2011-07-16 02:00:00,3,0,0,1,24.6,29.545,73,8.9981,58,2,16,5,7,2011,2011-07-16,197
3053,2011-07-16 03:00:00,3,0,0,1,24.6,28.79,78,8.9981,26,3,16,5,7,2011,2011-07-16,197
3054,2011-07-16 04:00:00,3,0,0,1,24.6,29.545,73,6.0032,16,4,16,5,7,2011,2011-07-16,197
3055,2011-07-16 05:00:00,3,0,0,1,23.78,27.275,78,6.0032,10,5,16,5,7,2011,2011-07-16,197
3056,2011-07-16 06:00:00,3,0,0,1,24.6,28.79,78,11.0014,37,6,16,5,7,2011,2011-07-16,197
3057,2011-07-16 07:00:00,3,0,0,1,25.42,29.545,73,8.9981,52,7,16,5,7,2011,2011-07-16,197
3058,2011-07-16 08:00:00,3,0,0,1,27.06,31.06,65,11.0014,127,8,16,5,7,2011,2011-07-16,197
3059,2011-07-16 09:00:00,3,0,0,1,28.7,32.575,54,15.0013,222,9,16,5,7,2011,2011-07-16,197
3060,2011-07-16 10:00:00,3,0,0,1,29.52,33.335,54,12.998,322,10,16,5,7,2011,2011-07-16,197
3061,2011-07-16 11:00:00,3,0,0,1,30.34,33.335,48,15.0013,396,11,16,5,7,2011,2011-07-16,197
3062,2011-07-16 12:00:00,3,0,0,1,31.16,34.09,43,19.0012,463,12,16,5,7,2011,2011-07-16,197
3063,2011-07-16 13:00:00,3,0,0,1,31.16,34.09,45,19.9995,497,13,16,5,7,2011,2011-07-16,197
3064,2011-07-16 14:00:00,3,0,0,1,30.34,33.335,45,19.9995,433,14,16,5,7,2011,2011-07-16,197
3065,2011-07-16 15:00:00,3,0,0,1,31.16,34.09,45,22.0028,428,15,16,5,7,2011,2011-07-16,197
3066,2011-07-16 16:00:00,3,0,0,1,31.16,34.09,45,19.0012,425,16,16,5,7,2011,2011-07-16,197
3067,2011-07-16 17:00:00,3,0,0,1,31.16,34.09,45,15.0013,475,17,16,5,7,2011,2011-07-16,197
3068,2011-07-16 18:00:00,3,0,0,1,31.16,34.09,45,19.0012,428,18,16,5,7,2011,2011-07-16,197
3069,2011-07-16 19:00:00,3,0,0,1,30.34,34.09,48,12.998,406,19,16,5,7,2011,2011-07-16,197
3070,2011-07-16 20:00:00,3,0,0,1,29.52,33.335,51,15.0013,296,20,16,5,7,2011,2011-07-16,197
3071,2011-07-16 21:00:00,3,0,0,1,28.7,32.575,58,15.0013,252,21,16,5,7,2011,2011-07-16,197
3072,2011-07-16 22:00:00,3,0,0,1,28.7,32.575,65,19.0012,201,22,16,5,7,2011,2011-07-16,197
3073,2011-07-16 23:00:00,3,0,0,1,27.88,31.82,61,15.0013,168,23,16,5,7,2011,2011-07-16,197
3074,2011-07-17 00:00:00,3,0,0,1,27.06,31.06,65,15.0013,125,0,17,6,7,2011,2011-07-17,198
3075,2011-07-17 01:00:00,3,0,0,1,26.24,30.305,69,12.998,102,1,17,6,7,2011,2011-07-17,198
3076,2011-07-17 02:00:00,3,0,0,1,26.24,30.305,69,15.0013,94,2,17,6,7,2011,2011-07-17,198
3077,2011-07-17 03:00:00,3,0,0,1,26.24,30.305,69,15.0013,47,3,17,6,7,2011,2011-07-17,198
3078,2011-07-17 04:00:00,3,0,0,1,25.42,29.545,73,11.0014,10,4,17,6,7,2011,2011-07-17,198
3079,2011-07-17 05:00:00,3,0,0,1,26.24,30.305,69,15.0013,12,5,17,6,7,2011,2011-07-17,198
3080,2011-07-17 06:00:00,3,0,0,1,25.42,29.545,73,11.0014,21,6,17,6,7,2011,2011-07-17,198
3081,2011-07-17 07:00:00,3,0,0,1,26.24,30.305,73,11.0014,50,7,17,6,7,2011,2011-07-17,198
3082,2011-07-17 08:00:00,3,0,0,1,27.88,31.82,65,15.0013,118,8,17,6,7,2011,2011-07-17,198
3083,2011-07-17 09:00:00,3,0,0,1,29.52,33.335,58,15.0013,184,9,17,6,7,2011,2011-07-17,198
3084,2011-07-17 10:00:00,3,0,0,1,30.34,34.09,60,15.0013,304,10,17,6,7,2011,2011-07-17,198
3085,2011-07-17 11:00:00,3,0,0,1,31.16,34.85,55,19.0012,391,11,17,6,7,2011,2011-07-17,198
3086,2011-07-17 12:00:00,3,0,0,1,31.16,34.85,55,19.0012,420,12,17,6,7,2011,2011-07-17,198
3087,2011-07-17 13:00:00,3,0,0,1,32.8,37.12,49,19.9995,472,13,17,6,7,2011,2011-07-17,198
3088,2011-07-17 14:00:00,3,0,0,1,32.8,37.12,49,23.9994,430,14,17,6,7,2011,2011-07-17,198
3089,2011-07-17 15:00:00,3,0,0,1,33.62,37.12,43,19.9995,324,15,17,6,7,2011,2011-07-17,198
3090,2011-07-17 16:00:00,3,0,0,1,32.8,36.365,46,19.9995,317,16,17,6,7,2011,2011-07-17,198
3091,2011-07-17 17:00:00,3,0,0,1,32.8,37.12,49,26.0027,369,17,17,6,7,2011,2011-07-17,198
3092,2011-07-17 18:00:00,3,0,0,1,32.8,36.365,46,19.9995,390,18,17,6,7,2011,2011-07-17,198
3093,2011-07-17 19:00:00,3,0,0,1,31.16,34.85,55,19.0012,379,19,17,6,7,2011,2011-07-17,198
3094,2011-07-17 20:00:00,3,0,0,1,31.16,35.605,58,16.9979,262,20,17,6,7,2011,2011-07-17,198
3095,2011-07-17 21:00:00,3,0,0,1,30.34,34.09,62,15.0013,207,21,17,6,7,2011,2011-07-17,198
3096,2011-07-17 22:00:00,3,0,0,1,29.52,34.09,66,15.0013,181,22,17,6,7,2011,2011-07-17,198
3097,2011-07-17 23:00:00,3,0,0,1,28.7,33.335,74,8.9981,93,23,17,6,7,2011,2011-07-17,198
3098,2011-07-18 00:00:00,3,0,1,1,28.7,33.335,74,8.9981,51,0,18,0,7,2011,2011-07-18,199
3099,2011-07-18 01:00:00,3,0,1,1,28.7,33.335,74,15.0013,25,1,18,0,7,2011,2011-07-18,199
3100,2011-07-18 02:00:00,3,0,1,1,27.06,30.305,83,15.0013,10,2,18,0,7,2011,2011-07-18,199
3101,2011-07-18 03:00:00,3,0,1,1,27.06,30.305,78,12.998,7,3,18,0,7,2011,2011-07-18,199
3102,2011-07-18 04:00:00,3,0,1,1,26.24,29.545,78,11.0014,4,4,18,0,7,2011,2011-07-18,199
3103,2011-07-18 05:00:00,3,0,1,1,26.24,29.545,78,7.0015,17,5,18,0,7,2011,2011-07-18,199
3104,2011-07-18 06:00:00,3,0,1,1,26.24,28.79,83,7.0015,105,6,18,0,7,2011,2011-07-18,199
3105,2011-07-18 07:00:00,3,0,1,1,27.88,31.82,74,15.0013,277,7,18,0,7,2011,2011-07-18,199
3106,2011-07-18 08:00:00,3,0,1,1,28.7,32.575,70,12.998,347,8,18,0,7,2011,2011-07-18,199
3107,2011-07-18 09:00:00,3,0,1,1,30.34,34.85,67,15.0013,203,9,18,0,7,2011,2011-07-18,199
3108,2011-07-18 10:00:00,3,0,1,1,31.16,35.605,62,12.998,130,10,18,0,7,2011,2011-07-18,199
3109,2011-07-18 11:00:00,3,0,1,1,32.8,37.88,55,6.0032,141,11,18,0,7,2011,2011-07-18,199
3110,2011-07-18 12:00:00,3,0,1,1,32.8,38.635,59,12.998,165,12,18,0,7,2011,2011-07-18,199
3111,2011-07-18 13:00:00,3,0,1,1,33.62,39.395,56,16.9979,152,13,18,0,7,2011,2011-07-18,199
3112,2011-07-18 14:00:00,3,0,1,1,33.62,39.395,56,22.0028,138,14,18,0,7,2011,2011-07-18,199
3113,2011-07-18 15:00:00,3,0,1,1,34.44,40.15,53,22.0028,164,15,18,0,7,2011,2011-07-18,199
3114,2011-07-18 16:00:00,3,0,1,1,34.44,40.15,53,19.0012,265,16,18,0,7,2011,2011-07-18,199
3115,2011-07-18 17:00:00,3,0,1,1,34.44,39.395,49,22.0028,545,17,18,0,7,2011,2011-07-18,199
3116,2011-07-18 18:00:00,3,0,1,1,33.62,38.635,49,23.9994,558,18,18,0,7,2011,2011-07-18,199
3117,2011-07-18 19:00:00,3,0,1,1,32.8,37.88,55,15.0013,398,19,18,0,7,2011,2011-07-18,199
3118,2011-07-18 20:00:00,3,0,1,1,31.98,37.12,59,15.0013,323,20,18,0,7,2011,2011-07-18,199
3119,2011-07-18 21:00:00,3,0,1,1,30.34,34.85,66,12.998,202,21,18,0,7,2011,2011-07-18,199
3120,2011-07-18 22:00:00,3,0,1,1,31.16,36.365,66,15.0013,140,22,18,0,7,2011,2011-07-18,199
3121,2011-07-18 23:00:00,3,0,1,1,30.34,34.85,66,11.0014,91,23,18,0,7,2011,2011-07-18,199
3122,2011-07-19 00:00:00,3,0,1,1,30.34,34.85,66,7.0015,51,0,19,1,7,2011,2011-07-19,200
3123,2011-07-19 01:00:00,3,0,1,2,30.34,34.85,66,8.9981,13,1,19,1,7,2011,2011-07-19,200
3124,2011-07-19 02:00:00,3,0,1,1,29.52,34.09,70,11.0014,13,2,19,1,7,2011,2011-07-19,200
3125,2011-07-19 03:00:00,3,0,1,1,29.52,34.09,70,11.0014,3,3,19,1,7,2011,2011-07-19,200
3126,2011-07-19 04:00:00,3,0,1,1,29.52,34.09,70,8.9981,5,4,19,1,7,2011,2011-07-19,200
3127,2011-07-19 05:00:00,3,0,1,2,28.7,33.335,74,7.0015,19,5,19,1,7,2011,2011-07-19,200
3128,2011-07-19 06:00:00,3,0,1,2,29.52,34.85,74,7.0015,134,6,19,1,7,2011,2011-07-19,200
3129,2011-07-19 07:00:00,3,0,1,2,30.34,34.85,70,11.0014,315,7,19,1,7,2011,2011-07-19,200
3130,2011-07-19 08:00:00,3,0,1,2,31.16,36.365,70,11.0014,412,8,19,1,7,2011,2011-07-19,200
3131,2011-07-19 09:00:00,3,0,1,2,32.8,39.395,63,8.9981,199,9,19,1,7,2011,2011-07-19,200
3132,2011-07-19 10:00:00,3,0,1,2,33.62,39.395,56,11.0014,141,10,19,1,7,2011,2011-07-19,200
3133,2011-07-19 11:00:00,3,0,1,1,33.62,40.15,59,0.0,127,11,19,1,7,2011,2011-07-19,200
3134,2011-07-19 12:00:00,3,0,1,1,34.44,40.91,56,6.0032,153,12,19,1,7,2011,2011-07-19,200
3135,2011-07-19 13:00:00,3,0,1,1,35.26,41.665,53,7.0015,172,13,19,1,7,2011,2011-07-19,200
3136,2011-07-19 14:00:00,3,0,1,1,35.26,40.91,50,12.998,152,14,19,1,7,2011,2011-07-19,200
3137,2011-07-19 15:00:00,3,0,1,1,36.08,40.91,44,12.998,158,15,19,1,7,2011,2011-07-19,200
3138,2011-07-19 16:00:00,3,0,1,1,36.9,42.425,42,19.9995,277,16,19,1,7,2011,2011-07-19,200
3139,2011-07-19 17:00:00,3,0,1,1,32.8,40.15,66,0.0,513,17,19,1,7,2011,2011-07-19,200
3140,2011-07-19 18:00:00,3,0,1,1,32.8,40.15,66,8.9981,530,18,19,1,7,2011,2011-07-19,200
3141,2011-07-19 19:00:00,3,0,1,1,31.16,37.12,75,12.998,388,19,19,1,7,2011,2011-07-19,200
3142,2011-07-19 20:00:00,3,0,1,1,30.34,36.365,74,6.0032,277,20,19,1,7,2011,2011-07-19,200
3143,2011-07-19 21:00:00,3,0,1,1,30.34,35.605,74,8.9981,241,21,19,1,7,2011,2011-07-19,200
3144,2011-07-19 22:00:00,3,0,1,1,30.34,35.605,74,0.0,156,22,19,1,7,2011,2011-07-19,200
3145,2011-07-19 23:00:00,3,0,1,3,29.52,34.85,79,11.0014,92,23,19,1,7,2011,2011-07-19,200
3146,2011-08-01 00:00:00,3,0,1,1,29.52,34.09,70,15.0013,29,0,1,0,8,2011,2011-08-01,213
3147,2011-08-01 01:00:00,3,0,1,1,29.52,34.85,74,12.998,17,1,1,0,8,2011,2011-08-01,213
3148,2011-08-01 02:00:00,3,0,1,1,28.7,33.335,74,7.0015,11,2,1,0,8,2011,2011-08-01,213
3149,2011-08-01 03:00:00,3,0,1,1,28.7,33.335,79,11.0014,4,3,1,0,8,2011,2011-08-01,213
3150,2011-08-01 04:00:00,3,0,1,1,27.06,30.305,83,8.9981,4,4,1,0,8,2011,2011-08-01,213
3151,2011-08-01 05:00:00,3,0,1,1,27.06,30.305,83,7.0015,26,5,1,0,8,2011,2011-08-01,213
3152,2011-08-01 06:00:00,3,0,1,1,27.06,30.305,83,6.0032,100,6,1,0,8,2011,2011-08-01,213
3153,2011-08-01 07:00:00,3,0,1,1,30.34,34.09,62,0.0,282,7,1,0,8,2011,2011-08-01,213
3154,2011-08-01 08:00:00,3,0,1,1,32.8,36.365,43,12.998,382,8,1,0,8,2011,2011-08-01,213
3155,2011-08-01 09:00:00,3,0,1,1,33.62,37.12,41,0.0,166,9,1,0,8,2011,2011-08-01,213
3156,2011-08-01 10:00:00,3,0,1,1,35.26,37.88,36,11.0014,97,10,1,0,8,2011,2011-08-01,213
3157,2011-08-01 11:00:00,3,0,1,1,36.08,38.635,32,11.0014,119,11,1,0,8,2011,2011-08-01,213
